,XYZ,GRF1,GRF0,LHipMoment,RHipMoment,LKneeMoment,RKneeMoment,RAnkleMoment,LAnkleMoment,RGroundReactionMoment,LGroundReactionMoment,LHipForce,RHipForce,LKneeForce,RKneeForce,RAnkleForce,LAnkleForce,RNormalisedGRF,RGroundReactionForce,LNormalisedGRF,LGroundReactionForce,RAnklePower,RKneePower,RHipPower,LAnklePower,LKneePower,LHipPower,RFootProgressAngles,LFootProgressAngles,RPelvisAngles,LPelvisAngles,RAbsAnkleAngle,RAnkleAngles,RKneeAngles,RHipAngles,LAnkleAngles,LAbsAnkleAngle,LKneeAngles,LHipAngles,RTOP,RTOL,RTOA,RTOO,RFOP,RFOL,RFOA,RFOO,RTIP,RTIL,RTIA,RTIO,RFEP,RFEL,RFEA,RFEO,LTOP,LTOL,LTOA,LTOO,LFOP,LFOL,LFOA,LFOO,LTIP,LTIL,LTIA,LTIO,LFEP,LFEL,LFEA,LFEO,PELP,PELL,PELA,PELO,RTOE,RHEE,RANK,RTIB,RKNE,RTHI,LTOE,LHEE,LANK,LTIB,LKNE,LTHI,RPSI,LPSI,RASI,LASI
280,y,-10.23869514465332,14.658137856018984,207.08322143554688,274.27813720703125,37.071075439453125,15.018149375915527,5.687594413757324,3.33225679397583,877.0448608398438,2.2696826457977295,0.23386788368225098,-0.4663929343223572,0.1634879857301712,-0.2521059513092041,0.3811536729335785,0.08726196736097336,1.03901207447052,0.22971616685390472,0.2241525650024414,-0.1684878021478653,0.0,0.0,0.0,0.0,0.0,0.0,-2.92185640335083,-7.600057125091553,-0.9142401218414307,0.9142401218414307,0.0,3.6129050254821777,1.770933747291565,1.141254186630249,1.1653097867965698,0.0,8.30596923828125,3.6149091720581055,274.5630798339844,192.47610473632812,207.23751831054688,210.9912109375,465.2786560058594,219.01779174804688,263.3020324707031,274.5630798339844,356.1695251464844,403.51019287109375,6.872650146484375,405.6340637207031,490.98455810546875,460.46160888671875,-29.89739990234375,353.4859313964844,748.849853515625,693.1334228515625,654.6610717773438,703.0253295898438,886.3234252929688,719.1741333007812,603.7570190429688,748.849853515625,574.48876953125,770.8499755859375,567.6617431640625,838.9518432617188,506.0618591308594,377.01116943359375,183.63238525390625,560.1986083984375,451.4602966308594,514.8822021484375,343.53643798828125,498.523193359375,250.13400268554688,447.8775634765625,405.84814453125,378.7993469238281,337.8628845214844,386.2384338378906,761.3815307617188,902.561767578125,831.5213623046875,672.0828857421875,534.6019287109375,486.4526062011719,578.7794189453125,592.3292846679688,410.582763671875,435.1694030761719
281,z,3.433406352996826,418.586669921875,-2.559617042541504,9.995445251464844,24.835283279418945,38.395050048828125,28.534879684448242,26.34503936767578,4.262665748596191,5.716371059417725,1.6186552047729492,-5.097873210906982,0.7849152684211731,-6.1787824630737305,0.516496479511261,-0.16391398012638092,70.09949493408203,6.876760482788086,-0.3470630347728729,-0.03404688462615013,-0.12076369673013687,0.37454065680503845,0.8311091065406799,-0.012247832491993904,-0.0912403017282486,0.5435024499893188,-16.37690544128418,4.2538838386535645,6.301447868347168,-6.301447868347168,0.0,-16.100767135620117,-14.916897773742676,9.089981079101562,-3.7908074855804443,0.0,-13.641425132751465,32.238990783691406,60.4440803527832,53.58544921875,123.8865966796875,57.75285720825195,68.51773071289062,47.94184112548828,258.8453063964844,60.444068908691406,477.0150146484375,82.84722900390625,28.790748596191406,78.27676391601562,894.555419921875,503.7034606933594,642.0487670898438,498.6475830078125,78.78388214111328,32.128334045410156,75.70246124267578,29.671873092651367,226.11996459960938,86.1532974243164,216.87564086914062,78.78389739990234,468.6947937011719,182.0201873779297,-75.42733764648438,191.9097900390625,902.2238159179688,448.6432800292969,440.5049133300781,483.6507568359375,1054.2156982421875,906.0275268554688,851.8780517578125,898.3896484375,36.53232192993164,43.155303955078125,77.81610107421875,297.3710021972656,497.9092102050781,682.3082885742188,47.94546890258789,194.16067504882812,190.83074951171875,349.835205078125,478.7591857910156,649.368896484375,1027.1268310546875,1030.705322265625,974.319580078125,985.798828125
282,x,1.1196542978286743,5.539531282375571,-93.81668853759766,483.64190673828125,43.22260284423828,168.09072875976562,284.2012023925781,-50.480491638183594,407.5728759765625,-2.95945143699646,0.06122904270887375,-1.4645200967788696,-0.22501489520072937,1.0913511514663696,6.698729515075684,-0.22006328403949738,-1.7153165340423584,0.11444951593875885,1.69979727268219,-0.021892793476581573,0.0,0.0,0.0,0.0,0.0,0.0,-87.52623748779297,-40.595924377441406,16.941926956176758,16.941926956176758,5.008935451507568,5.226940631866455,25.463815689086914,34.921234130859375,-3.318931818008423,-3.305232048034668,39.318748474121094,10.654033660888672,29.95357894897461,75.01324462890625,14.567575454711914,11.415428161621094,85.56800842285156,220.74700927734375,39.40998077392578,29.953575134277344,76.75008392333984,483.99468994140625,85.46627807617188,82.47713470458984,34.856117248535156,480.7547302246094,185.62376403808594,76.4391860961914,234.64060974121094,296.9673156738281,220.78700256347656,230.43890380859375,247.24562072753906,434.22576904296875,205.68490600585938,234.6405792236328,187.51658630371094,604.4031982421875,168.02838134765625,228.71546936035156,196.76913452148438,562.79296875,-6.3196258544921875,185.2779083251953,114.60648345947266,277.597412109375,133.91384887695312,115.8126220703125,33.767547607421875,98.57975769042969,41.98237228393555,-9.735456466674805,17.356544494628906,-62.82880401611328,226.44467163085938,235.48072814941406,269.9371337890625,282.1153564453125,237.8704833984375,294.7627868652344,62.0871467590332,145.70799255371094,-0.8464154601097107,241.90896606445312
283,y,-10.426122665405273,9.697184528613176,246.5083770751953,266.9481506347656,47.64247131347656,15.174849510192871,5.758492469787598,3.761126756668091,891.5211181640625,2.095654249191284,0.30862998962402344,-0.44578710198402405,0.18548765778541565,-0.26011350750923157,0.3471575081348419,0.09684091806411743,1.1666617393493652,0.16827255487442017,0.22316813468933105,-0.16675010323524475,0.0,0.0,0.0,0.0,0.0,0.0,-2.8374624252319336,-8.254823684692383,-0.42449119687080383,0.42449119687080383,0.0,3.7254815101623535,2.1821165084838867,1.678643822669983,1.5441398620605469,0.0,9.951123237609863,3.168482542037964,274.8741455078125,192.901123046875,207.48179626464844,211.25759887695312,465.7237243652344,219.80474853515625,263.5467224121094,274.8741455078125,353.9842834472656,408.288330078125,7.895477294921875,406.0669860839844,478.3560791015625,467.88812255859375,-32.660308837890625,351.1568908691406,740.1048583984375,686.311279296875,646.1380004882812,696.3602294921875,871.338623046875,709.9580078125,589.438232421875,740.1048583984375,553.1531982421875,753.6990966796875,566.153076171875,825.444091796875,494.0415344238281,348.8146667480469,162.23336791992188,538.3571166992188,438.76019287109375,503.1656188964844,331.39202880859375,486.19879150390625,250.0933074951172,448.0990905761719,405.84295654296875,376.7829895019531,334.09893798828125,376.2989196777344,753.1282958984375,888.3054809570312,817.572021484375,652.4959716796875,511.9515075683594,467.30987548828125,565.9727783203125,579.7921752929688,397.64599609375,423.1044616699219
284,z,3.3358826637268066,417.8668212890625,-11.193825721740723,7.76506233215332,26.171566009521484,31.15277671813965,19.724979400634766,28.072702407836914,3.8075218200683594,6.154021739959717,1.521851897239685,-5.199220180511475,0.7166422009468079,-6.150399684906006,0.4829217493534088,-0.10470132529735565,69.9598388671875,6.863059997558594,-0.3046139180660248,-0.029882624745368958,-0.16827727854251862,0.2907654941082001,0.5464680194854736,0.03911994770169258,-0.3609428107738495,0.7515479326248169,-16.232017517089844,3.576436996459961,6.383969783782959,-6.383969783782959,0.0,-16.584171295166016,-15.639198303222656,10.100754737854004,-5.20498514175415,0.0,-12.498480796813965,33.1054573059082,60.426902770996094,53.59941864013672,123.8154296875,57.67853546142578,68.67202758789062,48.189598083496094,258.83758544921875,60.42690658569336,476.5357666015625,84.46548461914062,26.35492706298828,78.39921569824219,897.1639404296875,503.0729064941406,631.8824462890625,498.14935302734375,85.59628295898438,37.686798095703125,78.38516235351562,34.551231384277344,238.73138427734375,95.00300598144531,217.0980224609375,85.59627532958984,468.1387634277344,187.0162353515625,-72.68856811523438,202.27828979492188,903.6119995117188,452.33135986328125,448.22552490234375,482.5854797363281,1056.1170654296875,906.8095092773438,853.3705444335938,900.3880004882812,36.4097900390625,43.19118881225586,77.78740692138672,297.1441650390625,497.42987060546875,684.0111083984375,53.55329132080078,206.41744995117188,200.60369873046875,353.58099365234375,478.3706970214844,649.8017578125,1029.8992919921875,1032.540771484375,977.0277709960938,986.6631469726562
285,x,1.9384479522705078,12.179491849253878,-156.15248107910156,437.32061767578125,89.48522186279297,131.9905548095703,328.2706298828125,-46.24424362182617,375.4196472167969,-2.87772274017334,0.10755185037851334,-1.2887040376663208,-0.12974661588668823,1.1567844152450562,6.748330593109131,-0.19605156779289246,-1.0848220586776733,0.19088177382946014,1.7164934873580933,-0.02306932955980301,0.0,0.0,0.0,0.0,0.0,0.0,-87.46862030029297,-38.67734146118164,17.103046417236328,17.103046417236328,5.397467136383057,5.643601417541504,24.456693649291992,33.77198028564453,-3.515692710876465,-3.490215301513672,42.15666198730469,12.250018119812012,29.734107971191406,74.97174072265625,14.339496612548828,11.328580856323242,84.95073699951172,220.66355895996094,38.766902923583984,29.73411750793457,75.13993835449219,483.28717041015625,88.55850219726562,81.95647430419922,32.6998405456543,476.6253356933594,191.76162719726562,74.76976776123047,236.93495178222656,300.4322509765625,223.6057586669922,233.94125366210938,245.9160614013672,436.40802001953125,205.92843627929688,236.93495178222656,186.97264099121094,600.843994140625,163.56997680664062,228.31045532226562,194.6002655029297,560.0073852539062,-13.512527465820312,184.71217346191406,113.87188720703125,275.4172668457031,131.9459228515625,113.65003967285156,33.577659606933594,97.97484588623047,41.46778869628906,-10.997283935546875,16.017303466796875,-64.56840515136719,229.34722900390625,234.25704956054688,269.4451599121094,280.7552795410156,236.86798095703125,292.54290771484375,60.617881774902344,144.38491821289062,-1.8954830169677734,240.50418090820312
286,y,-10.445577621459961,6.29962263088035,275.3240966796875,305.4639892578125,52.70783996582031,46.01834487915039,10.591333389282227,3.40291166305542,912.8507080078125,1.8811113834381104,0.37342339754104614,-0.48069706559181213,0.1939561367034912,-0.3325793743133545,0.24946211278438568,0.09600891172885895,1.9457876682281494,0.10642104595899582,0.23516134917736053,-0.1683880090713501,0.0,0.0,0.0,0.0,0.0,0.0,-2.7086057662963867,-8.835485458374023,0.07807227969169617,-0.07807227969169617,0.0,3.8128857612609863,2.4635629653930664,2.2331273555755615,1.9994699954986572,0.0,11.824630737304688,2.6407082080841064,275.1329345703125,193.25216674804688,207.68600463867188,211.4807586669922,466.08941650390625,220.44708251953125,263.7486267089844,275.1329345703125,351.4720764160156,412.0306396484375,8.798309326171875,406.42291259765625,465.86328125,472.6788330078125,-35.8875732421875,348.4880065917969,729.1842651367188,677.2073974609375,635.4607543945312,687.1327514648438,855.3388061523438,699.408203125,574.168212890625,729.1842651367188,531.703857421875,736.5940551757812,562.7901611328125,810.6097412109375,482.1339416503906,319.5299072265625,141.91098022460938,516.4522094726562,426.1209716796875,491.55023193359375,319.392333984375,473.99859619140625,250.13101196289062,448.3479919433594,405.857177734375,374.7650146484375,330.3309326171875,366.8566589355469,742.5397338867188,872.7783203125,802.43701171875,632.3180541992188,489.08538818359375,447.7753601074219,553.2618408203125,567.3543090820312,384.8157958984375,411.1159973144531
287,z,1.725678563117981,421.0392150878906,-16.55617904663086,-0.7854904532432556,25.275217056274414,31.10871696472168,17.87555503845215,27.50864601135254,3.1771957874298096,6.363708972930908,1.4162873029708862,-5.325769424438477,0.6552590131759644,-6.1858320236206055,0.46406930685043335,-0.04554339498281479,70.37690734863281,6.903974533081055,-0.2965293228626251,-0.02908952534198761,-0.22467589378356934,0.18112459778785706,0.3326961398124695,0.06949517875909805,-0.6096581816673279,0.9900476932525635,-16.112730026245117,2.547407865524292,6.452736854553223,-6.452736854553223,0.0,-16.95777702331543,-16.19207763671875,10.80056381225586,-6.895912170410156,0.0,-11.482226371765137,34.16587829589844,60.38967514038086,53.63266372680664,123.71800231933594,57.575626373291016,68.8318099975586,48.56072235107422,258.81683349609375,60.38966751098633,476.13519287109375,86.18492889404297,23.689247131347656,78.52952575683594,899.4706420898438,503.52435302734375,622.2789306640625,497.72686767578125,93.06912231445312,44.69375228881836,82.49031066894531,40.5377311706543,250.66336059570312,105.53717803955078,218.92686462402344,93.06914520263672,467.66241455078125,191.81239318847656,-68.85293579101562,212.35076904296875,904.66259765625,456.876708984375,455.87310791015625,481.6238098144531,1057.665771484375,907.236572265625,854.4683837890625,902.0665893554688,36.30759048461914,43.25284194946289,77.7572021484375,296.87774658203125,496.8792724609375,685.2942504882812,59.76493835449219,217.82615661621094,210.08294677734375,357.4017639160156,478.18463134765625,650.457763671875,1032.3978271484375,1034.0931396484375,979.3956298828125,987.142578125
288,x,0.9745791554450989,18.26851682596291,-245.28622436523438,433.2698974609375,134.21444702148438,94.87586975097656,372.71685791015625,-40.5436897277832,340.81439208984375,-3.568516254425049,0.2279755175113678,-1.1959315538406372,-0.010341367684304714,1.1946882009506226,6.794595241546631,-0.1700342744588852,-0.5489688515663147,0.2932719886302948,1.719924807548523,-0.02050899527966976,0.0,0.0,0.0,0.0,0.0,0.0,-87.40245056152344,-37.272178649902344,17.282224655151367,17.282224655151367,5.827057838439941,6.0994415283203125,23.609296798706055,32.74761199951172,-3.455134868621826,-3.4156293869018555,44.7254524230957,13.87947940826416,29.466495513916016,74.83130645751953,13.977926254272461,11.153059005737305,84.4068374633789,220.50123596191406,37.94111633300781,29.466516494750977,73.46376037597656,482.76141357421875,90.22555541992188,81.46324157714844,30.461353302001953,473.29498291015625,194.54193115234375,73.02938079833984,239.7438201904297,304.81878662109375,227.50814819335938,238.3565216064453,243.90573120117188,439.13055419921875,207.19857788085938,239.7438201904297,186.895263671875,597.1904296875,160.82351684570312,227.60284423828125,192.3428497314453,556.957763671875,-20.770126342773438,184.65390014648438,113.0479965209961,273.1459655761719,129.83151245117188,111.40209197998047,33.38947296142578,97.43106079101562,40.98093032836914,-12.305961608886719,14.48372745513916,-66.58312225341797,232.8619384765625,232.4781036376953,268.69293212890625,279.530029296875,236.3036651611328,290.5826721191406,59.02853012084961,142.89024353027344,-3.0945842266082764,239.03704833984375
289,y,-10.45751953125,3.3661319232895197,287.09429931640625,361.98358154296875,51.44269561767578,87.32093048095703,15.387718200683594,5.62003231048584,935.8092041015625,1.870025873184204,0.4178198277950287,-0.5456299781799316,0.18051423132419586,-0.434364914894104,0.12372526526451111,0.07755021005868912,2.98952054977417,0.053853847086429596,0.2090621441602707,-0.16872461140155792,0.0,0.0,0.0,0.0,0.0,0.0,-2.540046215057373,-9.270428657531738,0.5792703032493591,-0.5792703032493591,0.0,3.8595073223114014,2.5815672874450684,2.8021552562713623,2.4799017906188965,0.0,13.864790916442871,2.0424468517303467,275.2638854980469,193.44508361816406,207.77505493164062,211.58853149414062,466.2900390625,220.8335723876953,263.823486328125,275.2638854980469,348.446533203125,414.12884521484375,9.4503173828125,406.6163024902344,453.5234375,473.8079833984375,-40.1436767578125,345.2879333496094,715.8995361328125,665.6533813476562,622.3528442382812,675.1171875,838.2465209960938,687.508056640625,557.6063842773438,715.8995361328125,510.1691589355469,720.0872192382812,556.7031860351562,794.3179931640625,470.3269958496094,289.78240966796875,122.55136108398438,494.5240173339844,413.56365966796875,480.0093078613281,307.53106689453125,461.9252014160156,250.20025634765625,448.59033203125,405.85845947265625,372.7276611328125,326.48968505859375,358.0696716308594,729.4411010742188,855.9576416015625,786.0651245117188,611.7174682617188,466.1202087402344,428.00799560546875,540.667724609375,555.0254516601562,372.123291015625,399.1952819824219
290,z,1.4664652347564697,422.8880310058594,-19.970966339111328,-9.693708419799805,17.931678771972656,34.867374420166016,20.131999969482422,20.44977378845215,2.482919931411743,6.161600112915039,1.3077178001403809,-5.425153732299805,0.6107131242752075,-6.224832057952881,0.4555932581424713,0.011917117051780224,70.76658630371094,6.942201614379883,-0.2886635959148407,-0.028317900374531746,-0.29266926646232605,0.09133262187242508,0.17099881172180176,0.06634347885847092,-0.7776115536689758,1.2199676036834717,-16.029945373535156,1.1801711320877075,6.500354290008545,-6.500354290008545,0.0,-17.15644073486328,-16.532238006591797,11.078963279724121,-8.666545867919922,0.0,-10.734777450561523,35.33866882324219,60.31769943237305,53.66363525390625,123.57844543457031,57.428924560546875,68.98397064208984,49.02180480957031,258.7662353515625,60.31767272949219,475.80926513671875,87.83599090576172,20.65810775756836,78.65276336669922,901.432861328125,505.1164855957031,613.42236328125,497.37481689453125,100.74662780761719,52.63985061645508,87.59425354003906,47.158199310302734,261.5118408203125,117.19158935546875,222.0548095703125,100.74661254882812,467.313720703125,197.10011291503906,-64.26690673828125,221.724853515625,905.3634033203125,462.4229431152344,463.3548583984375,480.8357849121094,1058.8389892578125,907.3118896484375,855.1671142578125,903.3981323242188,36.21797561645508,43.34550476074219,77.72637176513672,296.565673828125,496.2424621582031,686.0144653320312,66.26980590820312,228.04388427734375,218.98712158203125,361.3125305175781,478.2813720703125,651.4126586914062,1034.5743408203125,1035.3321533203125,981.3831176757812,987.2420654296875
291,x,1.2946832180023193,22.54667360452278,-341.3787536621094,429.7659606933594,172.69769287109375,73.39493560791016,413.78851318359375,-36.53142166137695,304.6521911621094,-3.907620906829834,0.3909279406070709,-1.1355412006378174,0.10565418750047684,1.236955165863037,6.821254253387451,-0.14303475618362427,-0.37549182772636414,0.3778819441795349,1.7221049070358276,-0.023221435025334358,0.0,0.0,0.0,0.0,0.0,0.0,-87.32875061035156,-36.365386962890625,17.471450805664062,17.471450805664062,6.303240776062012,6.598103046417236,22.94804573059082,31.85069465637207,-3.186274766921997,-3.135061502456665,47.01068115234375,15.54182243347168,29.156280517578125,74.5872802734375,13.491983413696289,10.886980056762695,83.96417236328125,220.25717163085938,36.97129821777344,29.15627670288086,71.79511260986328,482.4635009765625,90.28550720214844,81.02030944824219,28.16088104248047,471.00494384765625,193.8158721923828,71.29438781738281,242.89967346191406,309.8749694824219,232.330810546875,243.4442901611328,241.265869140625,442.19171142578125,209.55934143066406,242.89968872070312,187.2430877685547,593.796875,160.7821044921875,226.59783935546875,190.02000427246094,554.0409545898438,-27.182205200195312,185.06092834472656,112.11407470703125,270.8081359863281,127.57467651367188,109.0904541015625,33.20184326171875,96.96762084960938,40.541770935058594,-13.620081901550293,12.80521011352539,-68.84244537353516,236.76361083984375,230.23599243164062,267.71087646484375,278.5098876953125,236.2001495361328,289.0048828125,57.338043212890625,141.24566650390625,-4.464646339416504,237.50912475585938
292,y,-10.40368366241455,2.4909314887092893,288.4950256347656,413.45977783203125,42.186344146728516,118.84268188476562,16.594526290893555,4.136481761932373,957.8247680664062,1.7269991636276245,0.4448906183242798,-0.6130755543708801,0.15338034927845,-0.5232917070388794,0.01944044418632984,0.05189801752567291,3.8520073890686035,0.036835748702287674,0.23671188950538635,-0.1689385026693344,0.0,0.0,0.0,0.0,0.0,0.0,-2.341790199279785,-9.497304916381836,1.0642024278640747,-1.0642024278640747,0.0,3.859809398651123,2.5374364852905273,3.3799567222595215,2.922185182571411,0.0,15.945347785949707,1.3944761753082275,275.23284912109375,193.44065856933594,207.71463012695312,211.54856872558594,466.2856140136719,220.90911865234375,263.7310485839844,275.23284912109375,344.81915283203125,414.3452453613281,9.807464599609375,406.60711669921875,441.3482360839844,470.9232177734375,-45.709747314453125,341.465576171875,700.1605224609375,651.59326171875,606.67578125,660.2242431640625,819.9694213867188,674.2677001953125,539.5150756835938,700.1605224609375,488.4777526855469,704.4883422851562,547.1116943359375,776.4610595703125,458.6045227050781,260.5055236816406,103.6204833984375,472.5093688964844,401.1076965332031,468.5128173828125,295.7957458496094,449.97637939453125,250.27175903320312,448.8013610839844,405.8268737792969,370.653076171875,322.5221862792969,349.9920959472656,713.7479858398438,837.8204345703125,768.4027099609375,590.8141479492188,443.1264343261719,408.2252197265625,528.2084350585938,542.8125610351562,359.5955810546875,387.3311767578125
293,z,1.365877389907837,424.4738464355469,-14.843446731567383,-13.770529747009277,11.908334732055664,40.59283447265625,25.26207160949707,14.404234886169434,1.9535986185073853,6.311112880706787,1.210744023323059,-5.493711471557617,0.5827114582061768,-6.247729301452637,0.47105106711387634,0.057010386139154434,70.99810028076172,6.964913368225098,-0.30645883083343506,-0.030063610523939133,-0.36806660890579224,0.056210748851299286,0.026738278567790985,0.05234358459711075,-0.8419522643089294,1.4017194509506226,-15.990251541137695,-0.46326494216918945,6.520578861236572,-6.520578861236572,0.0,-17.157726287841797,-16.649389266967773,10.910231590270996,-10.281529426574707,0.0,-10.351149559020996,36.47567367553711,60.20718002319336,53.67829132080078,123.3932876586914,57.235923767089844,69.12094116210938,49.53425598144531,258.6792297363281,60.207176208496094,475.5279846191406,89.29902648925781,17.18259048461914,78.76007843017578,903.0225830078125,507.6803283691406,605.341552734375,497.06268310546875,108.15520477294922,60.94065856933594,93.2361831665039,53.918357849121094,270.86578369140625,129.22203063964844,226.10870361328125,108.15521240234375,467.1292724609375,203.52981567382812,-59.45695495605469,229.9955596923828,905.7190551757812,469.048095703125,470.69549560546875,480.2780456542969,1059.63232421875,907.0558471679688,855.4823608398438,904.370849609375,36.137672424316406,43.47084045410156,77.6974105834961,296.2047424316406,495.5090026855469,686.1211547851562,72.70995330810547,236.77365112304688,227.0323486328125,365.2901611328125,478.72161865234375,652.706787109375,1036.3935546875,1036.240234375,982.9680786132812,986.985595703125
294,x,1.3616328239440918,25.748342227559018,-422.7632141113281,452.51336669921875,196.4390869140625,53.672752380371094,456.6634216308594,-30.93206024169922,274.9813537597656,-3.3438456058502197,0.5596488118171692,-1.1425871849060059,0.19848550856113434,1.2712615728378296,6.934174060821533,-0.1160532534122467,-0.15052728354930878,0.4208545982837677,1.7101534605026245,-0.023682482540607452,0.0,0.0,0.0,0.0,0.0,0.0,-87.2489242553711,-35.92090606689453,17.661197662353516,17.661197662353516,6.827096462249756,7.139815807342529,22.473281860351562,31.068368911743164,-2.759549856185913,-2.7039034366607666,49.042903900146484,17.243345260620117,28.81403350830078,74.24868774414062,12.906312942504883,10.540336608886719,83.63512420654297,219.9390869140625,35.91196823120117,28.81403923034668,70.18083953857422,482.3840637207031,88.864990234375,80.6423568725586,25.81881332397461,469.72125244140625,189.93409729003906,69.61347961425781,246.15089416503906,315.2077331542969,237.73721313476562,248.82421875,238.13095092773438,445.30145263671875,212.8898162841797,246.15090942382812,187.91781616210938,590.9420166015625,164.0273895263672,225.32887268066406,187.6557159423828,551.83349609375,-31.703811645507812,185.82940673828125,111.05068969726562,268.4299011230469,125.18507385253906,106.73725891113281,33.01436996459961,96.59593200683594,40.16455078125,-14.895988464355469,11.039755821228027,-71.28496551513672,240.7200469970703,227.662841796875,266.5413513183594,277.7486267089844,236.54708862304688,287.92596435546875,55.567344665527344,139.477783203125,-6.017993927001953,235.9183807373047
295,y,-10.061300277709961,0.7982639823025619,275.60888671875,435.9310302734375,29.513593673706055,133.15171813964844,16.866636276245117,4.560050964355469,988.7271728515625,2.006885528564453,0.4502871334552765,-0.6520784497261047,0.11084762215614319,-0.5763290524482727,-0.04445035383105278,0.01729990355670452,4.290057182312012,0.014766726642847061,0.24141164124011993,-0.1677660495042801,0.0,0.0,0.0,0.0,0.0,0.0,-2.126842737197876,-9.481722831726074,1.5182653665542603,-1.5182653665542603,0.0,3.817837953567505,2.3567259311676025,3.957692861557007,3.264666795730591,0.0,17.892248153686523,0.7254161834716797,275.0409851074219,193.24026489257812,207.5038604736328,211.36219787597656,466.077392578125,220.67520141601562,263.4659729003906,275.0409851074219,340.586181640625,412.7975158691406,9.909637451171875,406.3961486816406,429.341796875,464.273681640625,-52.550872802734375,337.0169982910156,681.9683227539062,635.0451049804688,588.4238891601562,642.4838256835938,800.421875,659.652099609375,519.7884521484375,681.9683227539062,466.489013671875,689.783203125,533.513671875,756.9738159179688,446.9466247558594,232.75665283203125,84.26934814453125,450.27294921875,388.7703552246094,457.0289001464844,284.16680908203125,438.1441955566406,250.3304901123047,448.9667663574219,405.75115966796875,368.5167236328125,318.3872985839844,342.57098388671875,695.468017578125,818.3465576171875,749.3999633789062,569.651123046875,420.1314392089844,388.6745300292969,515.8981323242188,530.7203979492188,347.25396728515625,375.51068115234375
296,z,1.8183772563934326,431.5963134765625,-8.980340003967285,-16.161575317382812,2.805601119995117,41.11457061767578,25.670169830322266,5.0941033363342285,1.5901707410812378,6.276210784912109,1.1330496072769165,-5.626772880554199,0.5638411641120911,-6.36082649230957,0.471360981464386,0.08855897933244705,72.13577270507812,7.07651948928833,-0.2993718683719635,-0.029368380084633827,-0.4500938355922699,0.044346630573272705,-0.028979800641536713,0.030202891677618027,-0.809660792350769,1.5117796659469604,-15.994211196899414,-2.2746312618255615,6.508846282958984,-6.508846282958984,0.0,-16.978900909423828,-16.562368392944336,10.344433784484863,-11.520573616027832,0.0,-10.350049018859863,37.390830993652344,60.06240463256836,53.66758346557617,123.16738891601562,57.002479553222656,69.24212646484375,50.05770492553711,258.55712890625,60.06239318847656,475.249267578125,90.51437377929688,13.241813659667969,78.84913635253906,904.2269897460938,510.9168395996094,597.9458618164062,496.7476806640625,114.85367584228516,68.9947280883789,98.968994140625,60.349853515625,278.36517333984375,140.78834533691406,230.71115112304688,114.85368347167969,467.13409423828125,211.4544677734375,-54.974945068359375,236.80947875976562,905.748291015625,476.7223205566406,478.06536865234375,479.9917297363281,1060.0587158203125,906.5028076171875,855.4488525390625,904.9876098632812,36.065208435058594,43.62891387939453,77.67379760742188,295.7928466796875,494.6733703613281,685.6505737304688,78.71666717529297,243.7825469970703,233.951416015625,369.2557067871094,479.5386962890625,654.3388671875,1037.832763671875,1036.811279296875,984.1470336914062,986.4141235351562
297,x,0.881321132183075,27.852556313379697,-465.8966979980469,507.0812683105469,198.44448852539062,29.629335403442383,498.8437194824219,-22.593704223632812,253.05545043945312,-3.467256784439087,0.6853263974189758,-1.209942102432251,0.24332086741924286,1.2844345569610596,7.106170177459717,-0.08759723603725433,0.3473838269710541,0.44761922955513,1.7311140298843384,-0.021268678829073906,0.0,0.0,0.0,0.0,0.0,0.0,-87.16414642333984,-35.88849639892578,17.840396881103516,17.840396881103516,7.395762920379639,7.722009658813477,22.16584587097168,30.375804901123047,-2.2261734008789062,-2.1755599975585938,50.882083892822266,18.99054527282715,28.4542293548584,73.83657836914062,12.256299018859863,10.133247375488281,83.41716766357422,219.56423950195312,34.82337951660156,28.454225540161133,68.64530181884766,482.4710998535156,86.32398986816406,80.33483123779297,23.455486297607422,469.19805908203125,183.61514282226562,68.01194763183594,249.20941162109375,320.3556213378906,243.26719665527344,254.0430450439453,234.70852661132812,448.14715576171875,216.8817596435547,249.20941162109375,188.79025268554688,588.7169799804688,170.52349853515625,223.8601531982422,185.27423095703125,550.9375610351562,-33.43113708496094,186.8208770751953,109.84271240234375,266.0374755859375,122.6786117553711,104.36485290527344,32.828712463378906,96.31777954101562,39.85641860961914,-16.093063354492188,9.250123023986816,-73.82489013671875,244.3614959716797,224.90652465820312,265.23175048828125,277.27239990234375,237.30331420898438,287.4216613769531,53.73882293701172,137.61680603027344,-7.7556610107421875,234.2605743408203
